county,house_type,est_price,zipcode,lat,lng
Sacramento ,5 bedroom,364487,95823,38.477508,-121.44561
San Bernardino ,5 bedroom,352357,92345,34.399992,-117.33999
Placer ,5 bedroom,608009,95747,38.768829,-121.33629
Orange ,5 bedroom,711149,92804,33.818165,-117.97304
San Diego ,5 bedroom,713338,92126,32.914346,-117.14116
Riverside ,5 bedroom,628537,92503,33.91355,-117.46052
San Diego ,5 bedroom,558082,91911,32.608799,-117.0607
San Diego ,5 bedroom,1467538,92101,32.719601,-117.16246
Los Angeles ,5 bedroom,1437785,90019,34.048411,-118.34015
Alameda ,5 bedroom,1403531,94536,37.562218,-121.99433
Riverside ,5 bedroom,592524,92592,33.495343,-117.07657
Los Angeles ,5 bedroom,549711,90280,33.944264,-118.1949
Los Angeles ,5 bedroom,630851,90201,33.972814,-118.17385
San Bernardino ,5 bedroom,606566,91730,34.104555,-117.58734
Los Angeles ,5 bedroom,2934645,90004,34.07711,-118.30755
San Diego ,5 bedroom,1766592,92109,32.791246,-117.24343
Los Angeles ,5 bedroom,626078,91342,34.307877,-118.42904
Los Angeles ,5 bedroom,704299,90706,33.888165,-118.1276
San Bernardino ,5 bedroom,412402,92335,34.088911,-117.45213
Santa Clara ,5 bedroom,1149588,95123,37.244426,-121.83246
San Diego ,5 bedroom,718236,92021,32.8201,-116.91234
Ventura ,5 bedroom,809269,93065,34.265003,-118.77177
Orange ,5 bedroom,1390992,92627,33.647028,-117.91506
Los Angeles ,5 bedroom,2850368,90025,34.045006,-118.44527
Santa Clara ,5 bedroom,1338506,95035,37.436451,-121.89438
San Bernardino ,5 bedroom,671127,91710,34.015963,-117.68737
Los Angeles ,5 bedroom,509273,90011,34.007063,-118.25868
Alameda ,5 bedroom,1000242,94544,37.633732,-122.06101
Los Angeles ,5 bedroom,3165618,90027,34.111208,-118.28842
Fresno ,5 bedroom,348602,93727,36.753177,-119.69703
Alameda ,5 bedroom,1391743,94568,37.714179,-121.92567
Santa Clara ,5 bedroom,1701154,95051,37.346241,-121.9846
Los Angeles ,5 bedroom,692174,91335,34.200104,-118.54099
Solano ,5 bedroom,586416,95687,38.34401,-121.95333
Los Angeles ,5 bedroom,791000,90731,33.732368,-118.28905
Los Angeles ,5 bedroom,351812,93550,34.56548,-118.08549
Los Angeles ,5 bedroom,421163,93536,34.728857,-118.32683
Orange ,5 bedroom,1014589,92630,33.640223,-117.69108
Contra Costa ,5 bedroom,536986,94509,37.991571,-121.80207
Sacramento ,5 bedroom,513459,95758,38.406432,-121.43673
Kern ,5 bedroom,321838,93306,35.396411,-118.92268
Kern ,5 bedroom,230765,93307,35.324767,-118.96329
Los Angeles ,5 bedroom,321946,93535,34.691946,-117.97756
San Francisco ,5 bedroom,1961114,94122,37.75838,-122.48478
Tulare ,5 bedroom,349793,93274,36.201451,-119.34994
Tulare ,5 bedroom,337617,93257,36.055121,-119.01595
Kings ,5 bedroom,346501,93230,36.327063,-119.6451
Kern ,5 bedroom,382629,93309,35.340759,-119.06497
Alameda ,5 bedroom,925964,94541,37.674431,-122.08883
Alameda ,5 bedroom,1176824,94538,37.527237,-121.9679
Santa Cruz ,5 bedroom,821458,95076,36.922902,-121.77224
Los Angeles ,5 bedroom,870848,90802,33.769018,-118.19225
Contra Costa ,5 bedroom,728553,94513,37.932123,-121.70381
Orange ,5 bedroom,1017702,90631,33.934513,-117.95159
San Diego ,5 bedroom,1082965,92104,32.742892,-117.12774
Orange ,5 bedroom,892888,92647,33.725167,-118.00509
San Diego ,5 bedroom,568981,92154,32.574398,-117.05633
Orange ,5 bedroom,2090592,92618,33.659639,-117.73948
San Diego ,5 bedroom,711344,92115,32.7603,-117.07031
Stanislaus ,5 bedroom,435538,95355,37.673513,-120.95566
Alameda ,5 bedroom,1226227,94587,37.592184,-122.04577
Sacramento ,5 bedroom,497906,95670,38.605355,-121.28247
Orange ,5 bedroom,1050048,92646,33.666269,-117.9693
Orange ,5 bedroom,1476437,92620,33.714889,-117.7633
Santa Clara ,5 bedroom,2762569,95014,37.317909,-122.04779
San Bernardino ,5 bedroom,389114,92376,34.109511,-117.37617
Santa Clara ,5 bedroom,1184454,95112,37.348541,-121.88627
San Mateo ,5 bedroom,1410761,94080,37.652857,-122.4301
Orange ,5 bedroom,1807161,92648,33.673468,-118.00243
San Diego ,5 bedroom,1634128,92130,32.946776,-117.21918
San Diego ,5 bedroom,549483,92105,32.741256,-117.0951
San Diego ,5 bedroom,1048729,92122,32.856447,-117.21143
Placer ,5 bedroom,540194,95648,38.902873,-121.29795
Riverside ,5 bedroom,482739,92563,33.571185,-117.15362
Los Angeles ,5 bedroom,2862909,90036,34.07036,-118.34926
San Francisco ,5 bedroom,1416362,94112,37.720931,-122.44241
Santa Clara ,5 bedroom,2469650,94087,37.350091,-122.03602
Santa Clara ,5 bedroom,2009383,95125,37.295092,-121.89649
Los Angeles ,5 bedroom,751168,90640,34.014212,-118.11358
Riverside ,5 bedroom,529454,92562,33.568617,-117.25264
San Diego ,5 bedroom,922335,92117,32.823865,-117.19966
Santa Clara ,5 bedroom,1965385,94086,37.378341,-122.02398
Contra Costa ,5 bedroom,689254,94806,37.972623,-122.33873
San Diego ,5 bedroom,979679,92128,32.998855,-117.07054
Solano ,5 bedroom,580036,94591,38.099119,-122.21035
Los Angeles ,5 bedroom,974803,91801,34.090409,-118.127
Los Angeles ,5 bedroom,556805,91331,34.254751,-118.42406
Orange ,5 bedroom,695717,92805,33.835665,-117.90807
Los Angeles ,5 bedroom,1006934,90042,34.114558,-118.19233
San Diego ,5 bedroom,753244,92020,32.7991,-116.97334
Contra Costa ,5 bedroom,1684730,94553,37.998912,-122.11501
Riverside ,5 bedroom,391236,92201,33.715271,-116.235
San Mateo ,5 bedroom,1218437,94015,37.682583,-122.48209
San Bernardino ,5 bedroom,553158,92399,34.033564,-117.03776
Riverside ,5 bedroom,643572,92882,33.866555,-117.59167
Kern ,5 bedroom,388159,93308,35.487491,-119.00896
Santa Clara ,5 bedroom,1805374,95008,37.278843,-121.95446
Orange ,5 bedroom,1194109,92656,33.581533,-117.72474
San Diego ,5 bedroom,693607,92056,33.195354,-117.28232
Orange ,5 bedroom,717476,92704,33.724167,-117.90623
San Diego ,5 bedroom,656619,92071,32.84681,-116.98983
Orange ,5 bedroom,1013960,92626,33.677224,-117.90863
Stanislaus ,5 bedroom,423680,95350,37.671778,-121.01249
Sacramento ,5 bedroom,518790,95624,38.421068,-121.36059
Riverside ,5 bedroom,507214,92509,33.998751,-117.44695
San Diego ,5 bedroom,1833498,92024,33.053092,-117.26855
Riverside ,5 bedroom,352220,92553,33.923243,-117.24211
Riverside ,5 bedroom,628005,92880,33.903803,-117.60221
Riverside ,5 bedroom,1059784,92253,33.675373,-116.29649
Los Angeles ,5 bedroom,988904,90006,34.048351,-118.2943
Riverside ,5 bedroom,391914,92223,33.945265,-116.9759
Santa Clara ,5 bedroom,977951,95020,37.016943,-121.56581
Los Angeles ,5 bedroom,537298,90255,33.978404,-118.21773
Los Angeles ,5 bedroom,1753986,90028,34.098859,-118.32745
San Francisco ,5 bedroom,7400392,94115,37.786129,-122.43736
Riverside ,5 bedroom,425867,92234,33.807761,-116.46473
Ventura ,5 bedroom,790101,93003,34.268736,-119.2249
San Bernardino ,5 bedroom,607511,91786,34.101659,-117.65776
Kern ,5 bedroom,363239,93312,35.39068,-119.18583
Los Angeles ,5 bedroom,4539194,90024,34.063209,-118.43643
San Diego ,5 bedroom,683168,92057,33.240926,-117.29851
Orange ,5 bedroom,931788,92708,33.708618,-117.95629
Ventura ,5 bedroom,728338,93063,34.279343,-118.69607
San Diego ,5 bedroom,1853910,92103,32.746018,-117.16715
Tulare ,5 bedroom,391680,93277,36.311,-119.32637
Fresno ,5 bedroom,491173,93720,36.865587,-119.75917
Los Angeles ,5 bedroom,615930,91402,34.223753,-118.44322
San Francisco ,5 bedroom,3991926,94117,37.770937,-122.44276
San Diego ,5 bedroom,599255,91977,32.721145,-116.99612
Riverside ,5 bedroom,483598,92507,33.978965,-117.33646
San Diego ,5 bedroom,3175943,92037,32.838761,-117.26159
Los Angeles ,5 bedroom,1130406,91367,34.176238,-118.61992
San Francisco ,5 bedroom,3740387,94102,37.779329,-122.41915
San Bernardino ,5 bedroom,503958,92346,34.12716,-117.20073
San Joaquin ,5 bedroom,389998,95207,38.004172,-121.3237
Sacramento ,5 bedroom,701175,95831,38.494971,-121.53059
Shasta ,5 bedroom,477601,96003,40.641389,-122.34206
Santa Barbara ,5 bedroom,517385,93436,34.639682,-120.4471
San Francisco ,5 bedroom,2875444,94121,37.778729,-122.49265
Sacramento ,5 bedroom,414595,95828,38.484747,-121.4024
Yolo ,5 bedroom,941453,95616,38.549256,-121.73655
Los Angeles ,5 bedroom,767662,91406,34.201491,-118.49376
Tulare ,5 bedroom,398842,93291,36.351009,-119.33655
Los Angeles ,5 bedroom,5653055,90049,34.067409,-118.47528
Los Angeles ,5 bedroom,599707,91766,34.045584,-117.75305
Los Angeles ,5 bedroom,614032,91706,34.087108,-117.96966
Riverside ,5 bedroom,1152322,92260,33.715672,-116.38496
Los Angeles ,5 bedroom,4685924,90020,34.06646,-118.30863
Los Angeles ,5 bedroom,579953,91744,34.029561,-117.93975
Orange ,5 bedroom,714367,92801,33.844814,-117.95381
Los Angeles ,5 bedroom,2266297,90277,33.828815,-118.38322
Orange ,5 bedroom,868298,92780,33.741651,-117.82127
Alameda ,5 bedroom,2367908,94611,37.827126,-122.22289
San Bernardino ,5 bedroom,477428,92407,34.198189,-117.35826
San Bernardino ,5 bedroom,376619,92404,34.14856,-117.26298
San Bernardino ,5 bedroom,604209,91762,34.057561,-117.66563
Sacramento ,5 bedroom,659694,95628,38.654803,-121.26529
Santa Cruz ,5 bedroom,1608352,95060,36.980556,-122.04603
Alameda ,5 bedroom,1315831,94550,37.65778,-121.73011
Los Angeles ,5 bedroom,752626,91405,34.199704,-118.44724
San Diego ,5 bedroom,951623,92078,33.122029,-117.15605
Sacramento ,5 bedroom,427152,95610,38.696912,-121.27125
San Bernardino ,5 bedroom,437700,92324,34.061931,-117.31995
Los Angeles ,5 bedroom,660761,90813,33.781011,-118.19197
San Bernardino ,5 bedroom,560498,91761,34.036085,-117.6086
Los Angeles ,5 bedroom,1629210,90803,33.761117,-118.12986
Los Angeles ,5 bedroom,1151447,90503,33.840264,-118.35587
Alameda ,5 bedroom,869477,94577,37.722279,-122.15702
San Diego ,5 bedroom,742885,92026,33.181543,-117.11136
Los Angeles ,5 bedroom,1222384,91601,34.168206,-118.37246
San Joaquin ,5 bedroom,374979,95206,37.922024,-121.3025
San Francisco ,5 bedroom,4715944,94118,37.782029,-122.46158
Alameda ,5 bedroom,1064787,94546,37.702063,-122.07934
Los Angeles ,5 bedroom,817627,91702,34.128907,-117.90309
Placer ,5 bedroom,575923,95678,38.752434,-121.28933
Orange ,5 bedroom,1040135,92692,33.615462,-117.64093
San Mateo ,5 bedroom,2114755,94403,37.539686,-122.30266
Sacramento ,5 bedroom,409246,95621,38.695252,-121.3081
San Diego ,5 bedroom,507486,92114,32.706954,-117.0542
Los Angeles ,5 bedroom,2656977,90005,34.058911,-118.30848
Los Angeles ,5 bedroom,581106,90047,33.958464,-118.30998
Los Angeles ,5 bedroom,801397,91770,34.066143,-118.08475
Los Angeles ,5 bedroom,703518,91343,34.239503,-118.48224
Los Angeles ,5 bedroom,629087,90247,33.891265,-118.2975
Los Angeles ,5 bedroom,505630,90003,33.962714,-118.276
Monterey ,5 bedroom,592436,93906,36.709717,-121.63997
Orange ,5 bedroom,834832,90630,33.817481,-118.0399
San Luis Obispo ,5 bedroom,758626,93446,35.640589,-120.70418
Los Angeles ,5 bedroom,943230,90016,34.029711,-118.35255
San Diego ,5 bedroom,679696,91942,32.785,-117.0186
Los Angeles ,5 bedroom,915390,90018,34.029112,-118.3183
Los Angeles ,5 bedroom,896450,90043,33.987463,-118.334
San Diego ,5 bedroom,846026,92028,33.380359,-117.20605
San Diego ,5 bedroom,994525,92129,32.961014,-117.1251
Sacramento ,5 bedroom,472256,95822,38.51394,-121.49201
Los Angeles ,5 bedroom,562848,90037,34.002063,-118.28737
San Francisco ,5 bedroom,3793746,94103,37.772329,-122.41087
Los Angeles ,5 bedroom,960883,91304,34.218654,-118.62538
Solano ,5 bedroom,524705,94590,38.105219,-122.24571
San Francisco ,5 bedroom,3678433,94114,37.758434,-122.43512
Los Angeles ,5 bedroom,461990,93551,34.606146,-118.18495
Riverside ,5 bedroom,590724,92211,33.759409,-116.32317
Orange ,5 bedroom,849008,92870,33.883314,-117.85446
Los Angeles ,5 bedroom,610215,90022,34.023662,-118.15581
Santa Clara ,5 bedroom,1616895,95124,37.256743,-121.92312
Los Angeles ,5 bedroom,1928282,90045,33.960041,-118.3949
Alameda ,5 bedroom,2193413,94539,37.515014,-121.92916
San Francisco ,5 bedroom,3058659,94107,37.766529,-122.39577
San Joaquin ,5 bedroom,485135,95336,37.812815,-121.21416
Riverside ,5 bedroom,421440,92530,33.675893,-117.34946
San Diego ,5 bedroom,752242,92111,32.804972,-117.16871
San Mateo ,5 bedroom,4700765,94010,37.574936,-122.36332
San Diego ,5 bedroom,512511,91950,32.670903,-117.09272
Ventura ,5 bedroom,510747,93033,34.166933,-119.16113
San Diego ,5 bedroom,680036,92027,33.142706,-117.03049
San Bernardino ,5 bedroom,308071,92392,34.489466,-117.35321
Alameda ,5 bedroom,1908123,94566,37.658898,-121.87149
Los Angeles ,5 bedroom,837395,91344,34.277648,-118.50047
El Dorado ,5 bedroom,792431,95762,38.684324,-121.06879
Los Angeles ,5 bedroom,1403926,90278,33.871214,-118.37177
Orange ,5 bedroom,872887,92691,33.611272,-117.66681
Kern ,5 bedroom,361328,93311,35.200467,-119.17399
Sonoma ,5 bedroom,696256,94928,38.347174,-122.69537
Orange ,5 bedroom,1371829,92886,33.888062,-117.80407
San Diego ,5 bedroom,1174362,92116,32.76235,-117.12246
Alameda ,5 bedroom,972638,94605,37.763028,-122.16305
Riverside ,5 bedroom,336813,92545,33.736743,-117.0217
Riverside ,5 bedroom,703649,92504,33.926315,-117.40937
Ventura ,5 bedroom,809548,93010,34.231754,-119.05258
Santa Clara ,5 bedroom,1297498,95037,37.137595,-121.66211
Los Angeles ,5 bedroom,864804,90703,33.868314,-118.06754
Los Angeles ,5 bedroom,1099635,90057,34.061911,-118.27687
San Mateo ,5 bedroom,1432861,94066,37.625908,-122.42363
San Diego ,5 bedroom,1311027,92009,33.097841,-117.26744
San Joaquin ,5 bedroom,546855,95376,37.728417,-121.42399
Orange ,5 bedroom,2070834,92672,33.427078,-117.61401
Los Angeles ,5 bedroom,824826,91745,34.000578,-117.96943
Alameda ,5 bedroom,720642,94601,37.776835,-122.21792
San Diego ,5 bedroom,943886,92054,33.202463,-117.36077
Alameda ,5 bedroom,1936385,94610,37.812377,-122.24199
Santa Barbara ,5 bedroom,1009531,93117,34.443746,-119.94215
San Mateo ,5 bedroom,4659137,94025,37.451688,-122.18385
Orange ,5 bedroom,940603,92688,33.639994,-117.60351
Los Angeles ,5 bedroom,668540,90660,33.989013,-118.08912
San Benito ,5 bedroom,636283,95023,36.862243,-121.38006
Orange ,5 bedroom,932291,92833,33.874314,-117.9637
San Diego ,5 bedroom,1159331,92064,32.973645,-117.03701
San Diego ,5 bedroom,1338225,92127,33.022384,-117.10694
Sacramento ,5 bedroom,456294,95825,38.594205,-121.40726
Los Angeles ,5 bedroom,1091338,91765,34.004172,-117.81673
Riverside ,5 bedroom,349341,92544,33.708843,-116.90948
Fresno ,5 bedroom,780317,93711,36.831723,-119.83198
Contra Costa ,5 bedroom,866082,94521,37.957772,-121.97709
Orange ,5 bedroom,2941677,92660,33.634821,-117.87453
San Diego ,5 bedroom,674492,92040,32.873849,-116.90477
Los Angeles ,5 bedroom,1832804,90275,33.758216,-118.36425
San Joaquin ,5 bedroom,552806,95240,38.12463,-121.25039
Los Angeles ,5 bedroom,692919,91605,34.208142,-118.4011
Santa Clara ,5 bedroom,1106953,95136,37.269343,-121.84939
Kern ,5 bedroom,227973,93304,35.344209,-119.02225
Los Angeles ,5 bedroom,607559,90745,33.823765,-118.2668
Sacramento ,5 bedroom,385584,95826,38.550098,-121.37492
San Bernardino ,5 bedroom,495503,91764,34.077327,-117.6222
Sonoma ,5 bedroom,1035003,95403,38.480494,-122.74976
Fresno ,5 bedroom,433805,93611,36.840057,-119.66107
Sacramento ,5 bedroom,507963,95821,38.623304,-121.38181
Riverside ,5 bedroom,444801,92584,33.66035,-117.18987
Los Angeles ,5 bedroom,863083,90804,33.783467,-118.15182
El Dorado ,5 bedroom,636936,95667,38.724682,-120.79533
Santa Clara ,5 bedroom,1117166,95127,37.369473,-121.82077
Los Angeles ,5 bedroom,1245883,91016,34.140806,-118.00184
Sonoma ,5 bedroom,1759606,95476,38.277147,-122.47058
Santa Clara ,5 bedroom,898624,95111,37.284042,-121.82664
Santa Cruz ,5 bedroom,1378473,95062,36.9707,-121.99086
Santa Clara ,5 bedroom,1927993,95126,37.326341,-121.9178
Marin ,5 bedroom,1974633,94901,37.972423,-122.51484
Alameda ,5 bedroom,855699,94606,37.793177,-122.24352
San Diego ,5 bedroom,686552,91913,32.642486,-116.98973
Los Angeles ,5 bedroom,929713,90815,33.795049,-118.11824
Riverside ,5 bedroom,675858,92506,33.943615,-117.37239
Santa Barbara ,5 bedroom,583934,93455,34.87455,-120.42806
Butte ,5 bedroom,501640,95926,39.745973,-121.84259
Santa Clara ,5 bedroom,3117743,94040,37.380207,-122.08787
Alameda ,5 bedroom,1012862,94608,37.834724,-122.28316
San Diego ,5 bedroom,880936,92025,33.106862,-117.07077
Los Angeles ,5 bedroom,336015,93534,34.698696,-118.15015
San Bernardino ,5 bedroom,306014,92395,34.51779,-117.29896
San Diego ,5 bedroom,720209,92069,33.144908,-117.17128
Ventura ,5 bedroom,980197,91320,34.175038,-118.93956
Los Angeles ,5 bedroom,1300171,90029,34.090259,-118.29455
San Mateo ,5 bedroom,2038344,94404,37.554335,-122.27032
Butte ,5 bedroom,578361,95928,39.720955,-121.81888
Kern ,5 bedroom,321889,93313,35.19766,-119.05698
Los Angeles ,5 bedroom,1112015,90065,34.107559,-118.22663
Los Angeles ,5 bedroom,808030,91606,34.185698,-118.38836
Riverside ,5 bedroom,404473,92557,33.957957,-117.24833
Los Angeles ,5 bedroom,3052348,90291,33.992411,-118.46531
Los Angeles ,5 bedroom,2534997,91423,34.153628,-118.43222
Los Angeles ,5 bedroom,893852,90501,33.828766,-118.31367
Sonoma ,5 bedroom,1289223,95404,38.457611,-122.69317
Imperial ,5 bedroom,315990,92243,32.783359,-115.57746
San Francisco ,5 bedroom,1889272,94116,37.743381,-122.48578
Fresno ,5 bedroom,580258,93619,36.92883,-119.57757
Alameda ,5 bedroom,1223782,94560,37.535586,-122.03362
Santa Clara ,5 bedroom,1580056,95050,37.347791,-121.95131
San Diego ,5 bedroom,811042,92084,33.213309,-117.21474
Los Angeles ,5 bedroom,653224,90723,33.899915,-118.16231
Los Angeles ,5 bedroom,3510890,90292,33.976373,-118.45458
Los Angeles ,5 bedroom,6405234,90069,34.090975,-118.3813
Los Angeles ,5 bedroom,711548,91732,34.070659,-118.01383
Los Angeles ,5 bedroom,540502,90262,33.924642,-118.20186
Alameda ,5 bedroom,1013821,94551,37.680181,-121.921498
San Bernardino ,5 bedroom,401248,92308,34.447959,-117.19222
Contra Costa ,5 bedroom,2157172,94582,37.76354,-121.91206
Sacramento ,5 bedroom,563462,95757,38.34173,-121.43393
Butte ,5 bedroom,629646,95973,39.793465,-121.87946
Los Angeles ,5 bedroom,899240,90241,33.942289,-118.12901
San Diego ,5 bedroom,812325,92019,32.788736,-116.90487
San Bernardino ,5 bedroom,417583,92307,34.538622,-117.17729
Los Angeles ,5 bedroom,2996377,90405,34.009276,-118.47286
Orange ,5 bedroom,1245772,90740,33.759283,-118.08239
Alameda ,5 bedroom,843941,94578,37.703427,-122.128
Ventura ,5 bedroom,609020,93030,34.21707,-119.1769
San Mateo ,5 bedroom,1364036,94044,37.613806,-122.48229
Los Angeles ,5 bedroom,807500,90638,33.90213,-118.00966
Los Angeles ,5 bedroom,1206207,90008,34.009754,-118.33705
Los Angeles ,5 bedroom,1232100,91401,34.176505,-118.43308
Fresno ,5 bedroom,259888,93726,36.795249,-119.76293
Riverside ,5 bedroom,1490537,92262,33.842984,-116.54344
Orange ,5 bedroom,895272,92821,33.923463,-117.89559
Orange ,5 bedroom,718166,92840,33.785166,-117.93406
Monterey ,5 bedroom,1545020,93940,36.586193,-121.88667
San Francisco ,5 bedroom,7084540,94123,37.801028,-122.43836
Los Angeles ,5 bedroom,3256530,90266,33.88898,-118.40535
Riverside ,5 bedroom,540737,92505,33.921765,-117.48812
Yolo ,5 bedroom,530982,95691,38.569193,-121.54496
Ventura ,5 bedroom,802456,91360,34.208837,-118.87348
Los Angeles ,5 bedroom,1118558,91205,34.138514,-118.243
Los Angeles ,5 bedroom,572360,91767,34.080143,-117.73861
Orange ,5 bedroom,1385435,92705,33.762117,-117.81828
Los Angeles ,5 bedroom,2741545,91604,34.143856,-118.39429
Orange ,5 bedroom,2110177,92649,33.720017,-118.04614
San Bernardino ,5 bedroom,869142,92373,34.034714,-117.17305
Santa Clara ,5 bedroom,3526360,94303,37.449888,-122.12749
Sutter ,5 bedroom,380674,95991,39.114138,-121.6196
Los Angeles ,5 bedroom,1204914,90505,33.810848,-118.35096
Sacramento ,5 bedroom,471231,95843,38.716874,-121.3698
Los Angeles ,5 bedroom,839546,90808,33.823316,-118.11329
Los Angeles ,5 bedroom,4201956,90403,34.032159,-118.49022
San Diego ,5 bedroom,658842,92058,33.016928,-116.846046
Sacramento ,5 bedroom,398765,95833,38.616891,-121.49623
Los Angeles ,5 bedroom,744622,91387,34.421537,-118.419181
Santa Clara ,5 bedroom,2280262,95129,37.307742,-121.99976
San Diego ,5 bedroom,661096,92102,32.714992,-117.12537
Stanislaus ,5 bedroom,408651,95307,37.584282,-120.95064
Orange ,5 bedroom,1282794,92612,33.650813,-117.81771
Fresno ,5 bedroom,383039,93612,36.813456,-119.70826
Contra Costa ,5 bedroom,2275591,94583,37.75735,-121.95213
Los Angeles ,5 bedroom,587127,90744,33.784018,-118.25897
Solano ,5 bedroom,662143,94534,38.245844,-122.101917
Merced ,5 bedroom,382713,93635,37.048385,-120.86983
Sonoma ,5 bedroom,865690,94954,38.243299,-122.6069
Riverside ,5 bedroom,327258,92543,33.73542,-116.97401
Sacramento ,5 bedroom,483704,95835,38.664824,-121.52061
Los Angeles ,5 bedroom,993503,91748,33.985012,-117.89705
Los Angeles ,5 bedroom,709127,91306,34.209407,-118.57735
Riverside ,5 bedroom,553681,92591,33.52775,-117.12056
Placer ,5 bedroom,633261,95765,38.817993,-121.2631
San Bernardino ,5 bedroom,541618,92374,34.063264,-117.16888
Los Angeles ,5 bedroom,3105351,90035,34.05266,-118.38531
Los Angeles ,5 bedroom,1696371,91607,34.165706,-118.39986
Riverside ,5 bedroom,513323,92570,33.784051,-117.29812
Riverside ,5 bedroom,287604,92240,33.952303,-116.50804
Los Angeles ,5 bedroom,992970,91311,34.259052,-118.59426
Los Angeles ,5 bedroom,868137,90007,34.026448,-118.2829
Contra Costa ,5 bedroom,610677,94531,37.920852,-121.723919
Contra Costa ,5 bedroom,604462,94561,37.992124,-121.71328
Santa Clara ,5 bedroom,1527103,95128,37.316983,-121.93555
Riverside ,5 bedroom,562458,92879,33.8808,-117.54068
Los Angeles ,5 bedroom,850351,90012,34.061611,-118.23944
Orange ,5 bedroom,644284,92703,33.747067,-117.90433
Yolo ,5 bedroom,588000,95695,38.697238,-121.80944
San Mateo ,5 bedroom,2373584,94061,37.463911,-122.23396
Ventura ,5 bedroom,1065035,93012,34.218756,-118.99213
Ventura ,5 bedroom,1646232,91362,34.190804,-118.83704
Sonoma ,5 bedroom,675095,95401,38.440111,-122.74563
Tulare ,5 bedroom,395309,93292,36.358928,-119.24027
Solano ,5 bedroom,616210,95688,38.380528,-121.99192
Stanislaus ,5 bedroom,428475,95380,37.48858,-120.85196
San Bernardino ,5 bedroom,331062,92410,34.106965,-117.2975
San Bernardino ,5 bedroom,695957,91701,34.131659,-117.5924
San Mateo ,5 bedroom,1597946,94401,37.570385,-122.32044
Los Angeles ,5 bedroom,3204136,90048,34.073759,-118.37376
Orange ,5 bedroom,675597,92707,33.719118,-117.87143
Santa Clara ,5 bedroom,2292078,94043,37.40679,-122.07461
San Diego ,5 bedroom,1899630,92107,32.7409,-117.24434
San Luis Obispo ,5 bedroom,1153355,93401,35.262548,-120.65196
San Francisco ,5 bedroom,2987771,94131,37.741797,-122.4378
Kern ,5 bedroom,313645,93555,35.599177,-117.68065
Riverside ,5 bedroom,370829,92571,33.822068,-117.21514
San Mateo ,5 bedroom,1221536,94014,37.699182,-122.45035
Orange ,5 bedroom,711396,90620,33.841014,-118.00969
Shasta ,5 bedroom,495712,96001,40.56816,-122.41519
Santa Barbara ,5 bedroom,424087,93458,34.956344,-120.45243
Los Angeles ,5 bedroom,1140842,91505,34.166906,-118.34366
Orange ,5 bedroom,1058431,92867,33.811566,-117.82919
Los Angeles ,5 bedroom,3012999,90068,34.122058,-118.3379
Los Angeles ,5 bedroom,2414544,91107,34.151066,-118.08974
Los Angeles ,5 bedroom,974406,91750,34.117047,-117.77097
Los Angeles ,5 bedroom,762255,90032,34.08166,-118.17568
Ventura ,5 bedroom,706462,93036,34.22942,-119.178814
Riverside ,5 bedroom,1431477,92264,33.798669,-116.51887
Los Angeles ,5 bedroom,1622170,91206,34.156674,-118.22937
Contra Costa ,5 bedroom,834785,94520,37.986321,-122.03988
Los Angeles ,5 bedroom,1041222,90807,33.828366,-118.18235
Orange ,5 bedroom,732971,92806,33.835465,-117.87362
Riverside ,5 bedroom,389325,92203,33.75307,-116.24688
Orange ,5 bedroom,1088545,92831,33.878981,-117.89325
Los Angeles ,5 bedroom,614442,90033,34.050411,-118.21195
Santa Clara ,5 bedroom,888675,95116,37.34964,-121.8544
Los Angeles ,5 bedroom,582328,90063,34.045161,-118.1865
Monterey ,5 bedroom,532169,93905,36.681161,-121.61538
San Diego ,5 bedroom,501683,92113,32.697402,-117.12001
San Diego ,5 bedroom,728472,92065,33.035844,-116.8513
Los Angeles ,5 bedroom,501485,90001,33.972914,-118.24878
San Joaquin ,5 bedroom,430537,95209,38.035499,-121.34378
Los Angeles ,5 bedroom,668484,90806,33.801767,-118.1858
San Joaquin ,5 bedroom,509498,95337,37.782332,-121.23578
Ventura ,5 bedroom,1403925,93001,34.311203,-119.30164
Sonoma ,5 bedroom,1230606,94952,38.243734,-122.69345
Sacramento ,5 bedroom,636500,95662,38.682803,-121.2231
Yuba ,5 bedroom,316184,95901,39.15973,-121.53735
Placer ,5 bedroom,727465,95661,38.731976,-121.2531
San Francisco ,5 bedroom,7811310,94133,37.801878,-122.41018
Stanislaus ,5 bedroom,452548,95382,37.523901,-120.8516
Los Angeles ,5 bedroom,648508,91790,34.068059,-117.93835
Orange ,5 bedroom,2574696,92629,33.475302,-117.70327
Merced ,5 bedroom,379705,95301,37.35115,-120.6056
Los Angeles ,5 bedroom,1070321,91789,34.018361,-117.85438
Los Angeles ,5 bedroom,1245335,91104,34.169356,-118.12392
Mendocino ,5 bedroom,589305,95482,39.154946,-123.20088
Los Angeles ,5 bedroom,491419,90220,33.890566,-118.23666
Stanislaus ,5 bedroom,450627,95361,37.776528,-120.84756
Kings ,5 bedroom,325357,93245,36.312075,-119.80349
Marin ,5 bedroom,2952826,94941,37.898058,-122.54134
Contra Costa ,5 bedroom,2282878,94526,37.811676,-121.98647
Sacramento ,5 bedroom,380120,95820,38.535795,-121.44663
Riverside ,5 bedroom,1354829,92270,33.762944,-116.42249
